pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         607076 function calls (593376 primitive calls) in 8.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       10    0.000    0.000    0.000    0.000 _pytesttester.py:77(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:18(csc_matrix)
        1    0.000    0.000    0.000    0.000 sprite.py:221(DirtySprite)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
       22    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 core.py:1335(make_mask_descr)
        1    0.000    0.000    0.000    0.000 __init__.py:849(Handler)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
       13    0.000    0.000    0.000    0.000 images.py:442(__init__)
        1    0.000    0.000    0.000    0.000 glget.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1697(ZipProvider)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:847(_high_bit)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
       23    0.000    0.000    0.000    0.000 enum.py:654(name)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        8    0.000    0.000    0.000    0.000 pathlib.py:1040(_init)
        1    0.000    0.000    0.000    0.000 core.py:1321(_replace_dtype_fields)
       11    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
        2    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 model.py:5(Model)
        1    0.000    0.000    0.000    0.000 async_case.py:8(IsolatedAsyncioTestCase)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
       32    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.000    0.000 utils.py:2005(suppress_warnings)
        5    0.000    0.000    0.000    0.000 decorator.py:177(<listcomp>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 strings.py:14(StringHandler)
        1    0.000    0.000    0.000    0.000 ctypespointers.py:11(CtypesPointerHandler)
        3    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        5    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        1    0.000    0.000    0.000    0.000 argparse.py:1619(ArgumentParser)
        1    0.000    0.000    0.000    0.000 sputils.py:17(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:2553(is_version_line)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        7    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        9    0.000    0.000    0.000    0.000 _internal.py:804(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 kdtree.py:253(node)
        1    0.000    0.000    0.000    0.000 __init__.py:1737(__init__)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 plugins.py:26(by_name)
        7    0.000    0.000    0.000    0.000 arrayhelpers.py:46(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:502(IMetadataProvider)
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
       18    0.000    0.000    0.000    0.000 codata.py:1564(_check_obsolete)
       34    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 enum.py:597(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 glob.py:23(iglob)
        8    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 __init__.py:887(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1748(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 plugins.py:3(Plugin)
        1    0.000    0.000    0.000    0.000 __init__.py:525(IResourceProvider)
        1    0.000    0.000    0.000    0.000 zipfile.py:2260(Path)
        1    0.000    0.000    0.000    0.000 buffers.py:35(BufferHandler)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 sprite.py:1233(GroupSingle)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 _types.py:31(_get_ctypes_version)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 extensions.py:83(ExtensionQuerier)
        1    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:285(AbstractGroup)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:603(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 extensions.py:131(_GLQuerier)
        2    0.000    0.000    0.000    0.000 exceptional.py:66(glMap2)
        1    0.000    0.000    0.000    0.000 vbo.py:142(VBO)
        1    0.000    0.000    0.000    0.000 vbo.py:379(VBOHandler)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
       10    0.000    0.000    0.000    0.000 __init__.py:2334(_cygwin_patch)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        4    0.000    0.000    0.000    0.000 pathlib.py:795(name)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _backend.py:234(set_global_backend)
        4    0.000    0.000    0.000    0.000 __init__.py:1220(__init__)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:593(_ProactorSocketTransport)
        2    0.000    0.000    0.000    0.000 exceptional.py:95(glMap1)
        3    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 strings.py:69(asArray)
        1    0.000    0.000    0.000    0.000 _buffers.py:49(Py_buffer)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1619(_register)
       18    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
       40    0.000    0.000    0.000    0.000 __init__.py:2595(_reload_version)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
        5    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       11    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
       26    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        1    0.000    0.000    0.000    0.000 core.py:1289(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 kdtree.py:86(Rectangle)
        1    0.000    0.000    0.000    0.000 _base.py:547(Executor)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 tasks.py:689(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 proactor_events.py:177(_ProactorReadPipeTransport)
        1    0.000    0.000    0.000    0.000 windows_utils.py:125(Popen)
        1    0.000    0.000    0.000    0.000 wrapper.py:45(Wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1751(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 core.py:204(<listcomp>)
       14    0.000    0.000    0.000    0.000 typing.py:1062(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
        1    0.000    0.000    0.000    0.000 decorator.py:85(FunctionMaker)
        4    0.000    0.000    0.000    0.000 converters.py:295(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1366(TreeBuilder)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        1    0.000    0.000    0.000    0.000 extras.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
       30    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 proactor_events.py:619(BaseProactorEventLoop)
        1    0.000    0.000    0.000    0.000 selector_events.py:747(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 data.py:159(_minmax_mixin)
        4    0.000    0.000    0.000    0.000 converters.py:298(totalCount)
        1    0.000    0.000    0.000    0.000 __init__.py:258(VersionConflict)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 os.py:1082(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 pathlib.py:500(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
        1    0.000    0.000    0.000    0.000 selector_events.py:985(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 case.py:1485(_SubTest)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 utils.py:1939(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 _index.py:30(IndexMixin)
        1    0.000    0.000    0.000    0.000 error.py:181(__init__)
        1    0.000    0.000    0.000    0.000 error.py:172(_ErrorChecker)
        1    0.000    0.000    0.000    0.000 images.py:461(TypedImageInputConverter)
        2    0.000    0.000    0.000    0.000 vbo.py:50(register)
        1    0.000    0.000    0.000    0.000 renderer.py:36(Renderer)
        1    0.000    0.000    0.000    0.000 __init__.py:303(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
